10 0.618179
10 0.403312
10 0.460379
10 0.637933
10 0.511174
10 0.54432
10 0.460108
10 0.615698
10 0.524616
10 0.352006
10 0.521633
10 0.480606
10 0.493446
10 0.537892
10 0.488018
10 0.611656
10 0.598794
10 0.496881
10 0.574204
10 0.459367
10 0.536792
10 0.72534
10 0.617933
10 0.501423
10 0.415573
10 0.545965
10 0.606215
10 0.61521
10 0.362461
10 0.539192
10 0.505817
10 0.572921
10 0.510083
10 0.436401
10 0.400496
10 0.607813
10 0.491838
10 0.560636
10 0.486885
10 0.618205
10 0.513894
10 0.506034
10 0.505213
10 0.568755
10 0.482591
10 0.327599
10 0.580186
10 0.416543
10 0.452852
10 0.468469
10 0.52164
10 0.53242
10 0.324921
10 0.482244
10 0.48377
10 0.50611
10 0.553466
10 0.613463
10 0.505934
10 0.516452
10 0.4448
10 0.679735
10 0.457306
10 0.416188
10 0.404709
10 0.45454
10 0.281809
10 0.523659
10 0.461058
10 0.480164
10 0.489025
10 0.531726
10 0.522117
10 0.545696
10 0.560971
10 0.437217
10 0.343209
10 0.445506
10 0.543861
10 0.462165
10 0.561057
10 0.589067
10 0.468186
10 0.681067
10 0.616882
10 0.463472
10 0.389671
10 0.486372
10 0.426042
10 0.355447
10 0.367871
10 0.517365
10 0.663735
10 0.420153
10 0.39841
10 0.645581
10 0.422961
10 0.639514
10 0.389065
10 0.552875
10 0.462726
10 0.543303
10 0.519124
10 0.4562
10 0.40111
10 0.471653
10 0.54567
10 0.526166
10 0.419618
10 0.438168
10 0.419651
10 0.514372
10 0.431888
10 0.508245
10 0.548828
10 0.547503
10 0.431587
10 0.437706
10 0.493895
10 0.564155
10 0.571039
10 0.522298
10 0.508309
10 0.463286
10 0.43382
10 0.489093
10 0.431551
10 0.601205
10 0.45132
10 0.516291
10 0.319796
10 0.516938
10 0.574959
10 0.398383
10 0.347158
10 0.583823
10 0.452453
10 0.479119
10 0.43492
10 0.378095
10 0.368292
10 0.555191
10 0.565351
10 0.623262
10 0.495253
10 0.30899
10 0.410952
10 0.511981
10 0.565539
10 0.559291
10 0.459192
10 0.525146
10 0.506807
10 0.62418
10 0.536989
10 0.360854
10 0.500126
10 0.470987
10 0.638448
10 0.653895
10 0.503557
10 0.483496
10 0.533545
10 0.609371
10 0.446818
10 0.407133
10 0.484702
10 0.592017
10 0.439195
10 0.538328
10 0.522395
10 0.505779
10 0.444577
10 0.504696
10 0.530155
10 0.566154
10 0.364217
10 0.638177
10 0.663563
10 0.610782
10 0.529538
10 0.473709
10 0.377016
10 0.411745
10 0.544025
10 0.611516
10 0.456322
10 0.345975
10 0.424958
10 0.461515
10 0.45433
10 0.448193
10 0.482453
10 0.443873
10 0.701083
10 0.413704
10 0.435027
10 0.350154
10 0.509149
10 0.536399
10 0.497577
10 0.375007
10 0.519048
10 0.460249
10 0.689414
10 0.608793
10 0.628883
10 0.590552
10 0.396709
10 0.43704
10 0.326501
10 0.454182
10 0.485411
10 0.523045
10 0.491751
10 0.516029
10 0.697425
10 0.455451
10 0.36061
10 0.451795
10 0.47457
10 0.42308
10 0.542159
10 0.64531
10 0.54152
10 0.534762
10 0.653626
10 0.52145
10 0.440694
10 0.532383
10 0.487926
10 0.643752
10 0.448749
10 0.650838
10 0.252337
10 0.398757
10 0.516054
10 0.659045
10 0.616193
10 0.557117
10 0.557251
10 0.37164
10 0.379663
10 0.444422
10 0.482723
10 0.551455
10 0.424924
10 0.372725
10 0.497505
10 0.528325
10 0.435267
10 0.576666
10 0.60589
10 0.440274
10 0.566845
10 0.266099
10 0.646716
10 0.45856
10 0.632056
10 0.450071
10 0.446023
10 0.588563
10 0.402716
10 0.504988
10 0.610488
10 0.443935
10 0.565436
10 0.652748
10 0.596778
10 0.471939
10 0.560804
10 0.682636
10 0.37867
10 0.66333
10 0.512219
10 0.493677
10 0.495503
10 0.410636
10 0.59943
10 0.652177
10 0.602251
10 0.384139
10 0.556036
10 0.452116
10 0.353234
10 0.575346
10 0.569469
10 0.534021
10 0.53817
10 0.513196
10 0.636137
10 0.460947
10 0.551042
10 0.588712
10 0.473676
10 0.468123
10 0.408918
10 0.429304
10 0.516459
10 0.495826
10 0.449616
10 0.544355
10 0.319711
10 0.582989
10 0.523821
10 0.719229
10 0.371835
10 0.442022
10 0.458953
10 0.565297
10 0.463742
10 0.353314
10 0.508855
10 0.439025
10 0.388207
10 0.510818
10 0.615025
10 0.423674
10 0.441499
10 0.618118
10 0.491891
10 0.522593
10 0.473737
10 0.577344
10 0.610313
10 0.543595
10 0.483655
10 0.531243
10 0.390228
10 0.55932
10 0.477678
10 0.411724
10 0.425068
10 0.409033
10 0.412409
10 0.516116
10 0.447302
10 0.562686
10 0.513885
10 0.475406
10 0.606177
10 0.398622
10 0.516137
10 0.396621
10 0.465432
10 0.451715
10 0.585835
10 0.354557
10 0.540515
10 0.469229
10 0.499007
10 0.575974
10 0.681496
10 0.467146
10 0.310044
10 0.502382
10 0.569658
10 0.410185
10 0.302413
10 0.435473
10 0.632393
10 0.344189
10 0.534739
10 0.562271
10 0.592817
10 0.490045
10 0.395106
10 0.524993
10 0.557177
10 0.563752
10 0.550675
10 0.543617
10 0.604892
10 0.517744
10 0.628913
10 0.517105
10 0.482744
10 0.404008
10 0.490963
10 0.3222
10 0.516502
10 0.540048
10 0.556895
10 0.496693
10 0.539926
10 0.614181
10 0.616787
10 0.337008
10 0.302871
10 0.497142
10 0.510838
10 0.657945
10 0.556887
10 0.532421
10 0.485883
10 0.655365
10 0.428452
10 0.55826
10 0.434947
10 0.580591
10 0.476692
10 0.46965
10 0.500661
10 0.57825
10 0.394152
10 0.459213
10 0.472606
10 0.657264
10 0.545912
10 0.681242
10 0.632837
