-4.9875 0 0
-4.9625 0 0
-4.9375 0 0
-4.9125 0 0
-4.8875 0 0
-4.8625 0 0
-4.8375 0 0
-4.8125 0 0
-4.7875 0 0
-4.7625 0 0
-4.7375 0 0
-4.7125 0 0
-4.6875 0 0
-4.6625 0 0
-4.6375 0 0
-4.6125 0 0
-4.5875 0 0
-4.5625 0 0
-4.5375 0 0
-4.5125 0 0
-4.4875 0 0
-4.4625 0 0
-4.4375 0 0
-4.4125 0 0
-4.3875 0 0
-4.3625 0 0
-4.3375 0 0
-4.3125 0 0
-4.2875 0 0
-4.2625 0 0
-4.2375 0 0
-4.2125 0 0
-4.1875 0 0
-4.1625 0 0
-4.1375 0 0
-4.1125 0 0
-4.0875 0 0
-4.0625 0 0
-4.0375 0 0
-4.0125 0 0
-3.9875 0 0
-3.9625 0 0
-3.9375 0 0
-3.9125 0 0
-3.8875 0 0
-3.8625 0 0
-3.8375 0 0
-3.8125 0 0
-3.7875 0 0
-3.7625 0 0
-3.7375 0 0
-3.7125 0 0
-3.6875 0 0
-3.6625 0 0
-3.6375 0 0
-3.6125 0 0
-3.5875 0 0
-3.5625 0 0
-3.5375 0 0
-3.5125 0 0
-3.4875 0 0
-3.4625 0 0
-3.4375 0 0
-3.4125 0 0
-3.3875 0 0
-3.3625 0 0
-3.3375 0 0
-3.3125 0 0
-3.2875 0 0
-3.2625 0 0
-3.2375 0 0
-3.2125 0 0
-3.1875 0 0
-3.1625 0 0
-3.1375 0 0
-3.1125 0 0
-3.0875 0 0
-3.0625 0 0
-3.0375 0 0
-3.0125 0 0
-2.9875 0 0
-2.9625 0 0
-2.9375 0 0
-2.9125 0 0
-2.8875 0 0
-2.8625 0 0
-2.8375 0 0
-2.8125 0 0
-2.7875 0 0
-2.7625 0 0
-2.7375 0 0
-2.7125 0 0
-2.6875 0 0
-2.6625 0 0
-2.6375 0 0
-2.6125 0 0
-2.5875 0 0
-2.5625 8.19672e-06 7.98918e-06
-2.5375 4.09836e-05 1.9655e-05
-2.5125 8.19672e-06 7.98918e-06
-2.4875 1.63934e-05 1.59784e-05
-2.4625 3.27869e-05 1.86914e-05
-2.4375 7.37705e-05 2.16089e-05
-2.4125 4.09836e-05 1.9655e-05
-2.3875 4.91803e-05 2.04097e-05
-2.3625 9.83607e-05 2.93255e-05
-2.3375 0.000221311 4.37969e-05
-2.3125 0.000262295 6.89695e-05
-2.2875 0.000344262 6.84807e-05
-2.2625 0.000434426 7.53697e-05
-2.2375 0.000655738 6.55738e-05
-2.2125 0.000754098 9.08321e-05
-2.1875 0.00104918 0.000105862
-2.1625 0.00133607 9.85483e-05
-2.1375 0.00168852 0.000124363
-2.1125 0.00205738 0.000122937
-2.0875 0.00268033 0.000165677
-2.0625 0.00341803 0.000191275
-2.0375 0.00431967 0.000172433
-2.0125 0.0052459 0.000238973
-1.9875 0.0070082 0.000245594
