-4.9875 0 0
-4.9625 0 0
-4.9375 0 0
-4.9125 0 0
-4.8875 0 0
-4.8625 0 0
-4.8375 0 0
-4.8125 0 0
-4.7875 0 0
-4.7625 0 0
-4.7375 0 0
-4.7125 0 0
-4.6875 0 0
-4.6625 0 0
-4.6375 0 0
-4.6125 0 0
-4.5875 0 0
-4.5625 0 0
-4.5375 0 0
-4.5125 0 0
-4.4875 0 0
-4.4625 0 0
-4.4375 0 0
-4.4125 0 0
-4.3875 0 0
-4.3625 0 0
-4.3375 0 0
-4.3125 0 0
-4.2875 0 0
-4.2625 0 0
-4.2375 0 0
-4.2125 0 0
-4.1875 0 0
-4.1625 0 0
-4.1375 0 0
-4.1125 0 0
-4.0875 0 0
-4.0625 0 0
-4.0375 0 0
-4.0125 0 0
-3.9875 0 0
-3.9625 0 0
-3.9375 0 0
-3.9125 0 0
-3.8875 0 0
-3.8625 0 0
-3.8375 0 0
-3.8125 0 0
-3.7875 0 0
-3.7625 0 0
-3.7375 0 0
-3.7125 0 0
-3.6875 0 0
-3.6625 0 0
-3.6375 0 0
-3.6125 0 0
-3.5875 0 0
-3.5625 0 0
-3.5375 0 0
-3.5125 0 0
-3.4875 0 0
-3.4625 0 0
-3.4375 0 0
-3.4125 0 0
-3.3875 0 0
-3.3625 0 0
-3.3375 0 0
-3.3125 0 0
-3.2875 0 0
-3.2625 0 0
-3.2375 0 0
-3.2125 0 0
-3.1875 0 0
-3.1625 0 0
-3.1375 0 0
-3.1125 0 0
-3.0875 0 0
-3.0625 0 0
-3.0375 0 0
-3.0125 0 0
-2.9875 0 0
-2.9625 0 0
-2.9375 0 0
-2.9125 0 0
-2.8875 0 0
-2.8625 0 0
-2.8375 0 0
-2.8125 0 0
-2.7875 0 0
-2.7625 0 0
-2.7375 0 0
-2.7125 0 0
-2.6875 0 0
-2.6625 0 0
-2.6375 0 0
-2.6125 0 0
-2.5875 0 0
-2.5625 0 0
-2.5375 0 0
-2.5125 8.19672e-06 7.98918e-06
-2.4875 8.19672e-06 7.98918e-06
-2.4625 8.19672e-06 7.98918e-06
-2.4375 3.27869e-05 1.86914e-05
-2.4125 5.7377e-05 3.1266e-05
-2.3875 2.45902e-05 1.74842e-05
-2.3625 9.01639e-05 3.56816e-05
-2.3375 0.000106557 3.89236e-05
-2.3125 0.000147541 5.89936e-05
-2.2875 0.000295082 7.01287e-05
-2.2625 0.000319672 6.39922e-05
-2.2375 0.00047541 6.94548e-05
-2.2125 0.00054918 8.69587e-05
-2.1875 0.000967213 0.000121522
-2.1625 0.00122131 0.000126705
-2.1375 0.00181967 0.00016593
-2.1125 0.00213934 0.000195514
-2.0875 0.00280328 0.000205049
-2.0625 0.00328689 0.000263694
-2.0375 0.00417213 0.000243837
-2.0125 0.00535246 0.000319204
-1.9875 0.00672951 0.000355869
-1.9625 0.00797541 0.000414283
